vmgebiednaam,vmgebiednr,VMgebiednaamDEF,veiligheidsindex,ipsl_risicoperceptie,ipsl_onveiligheids-gevoelens,ipsl_vermijding,Onveiligheids-belevingindex,Ipersonenoverlast,Iverloedering,overlastindex,HICindex,HVCIndex,criminaliteitsindex,Slachtof_MEAN,HoevCrim_MEAN,VerandCrim_MEAN,OnveiligheidBuurt_MEAN,OnveiligheidAlgemeen_MEAN,rapportcijfer_veiligheid_buurt_MEAN,NietOpen_MEAN,Omloop_MEAN,StrLoopt_MEAN,Alleen_MEAN,Geen_activieit_avond_MEAN,niet_alleen_buiten_MEAN,HoevOverlastBuurt_MEAN,VerandOverlastBuurt_MEAN,risicoperceptie,onveiligheidsgevoelens,vermijding,Rommel_MEAN,Verniel_MEAN,Beklad_MEAN,HondPoep_MEAN,onderhoud_straat_MEAN,onderhoud_groen_MEAN,Dronken_MEAN,Drugs_MEAN,Horeca_MEAN,BuurtWon_MEAN,LastVal_MEAN,Jongeren_MEAN,verloedering,blok_overlast,diefstal_uit_van_auto_sum,autodiefstal_sum,Diefstal_ander_motorvoertuig_sum,fietsdiefstal_sum,beroving_sum,zakkenrollerij_sum,mishandeling_sum,bedreiging_sum,sexuele_int_gew_ sum,overige_diefstal_ sum,vernielingen_sum,inbraak_totaal,brom_snor_samen,inbrwoni,moorddood,straatro,overval,zeden_incl_ kinderporno,mishand_en_ geweld,bedreiging_incl_ chantage,inbrbox,uitauto,zakrolexOV,vermogen,inbrbedr,winkel,vanpersauto,fietsdief,bromsnorfiets,ovvoert_incl_vracht_vaar_motor,drugs_totaal,Boalleprios,Goalleprios,Joalleprios,POalleprios,verniel,won1000,pinbrwoni,zed1000,pzeden_incl_ kinderporno,moorddood1000,pmoorddood,mishand_en_ geweld1000,pmishand_en_ geweld,bedr1000,pbedreiging_incl_ chantage,str1000,pstraatro,ovr1000,poverval,box1000,pinbrbox,uiau1000,puitauto,vaut1000,pvanpersauto,fiets1000,pfietsdief,bromsnor1000,pbromsnorfiets,ovvo1000,povvoert_incl_ vracht_vaar_motor,verm1000,pvermoge,bedrijf1000,pinbrbedr,wink1000,pwinkel,zakr1000,pzakrolexOV,personen1000,ppersonenov,jeugd1000,pjeugdov,geluid1000,pgeluid,buur1000,pburenov,drugs_totaal1000,pdrugstotaal,vern1000,pverniel,poverlastmeld,ipsl_verloedering,ipsl_blok_overlast,psl_vernielingen,ipsl_vernielingen_ sum,psl_diefstal_uit_van_auto,psl_autodiefstal,psl_Diefstal_ander_motorvoertuig,psl_fietsdiefstal,psl_beroving,psl_zakkenrollerij,psl_mishandeling,psl_bedreiging,psl_sexuele_int_ gew,psl_overige_diefstal,psl_inbraak_totaal,psl_brom_snor_ samen,ipsl_diefstal_uit_ van_auto,ipsl_autodiefstal,ipsl_Diefstal_ander_motorvoertuig,ipsl_fietsdiefstal,ipsl_beroving,ipsl_zakkenrollerij,ipsl_mishandeling,ipsl_bedreiging,ipsl_sexuele_int_ gew,ipsl_overige_ diefstal,ipsl_vernielingen,ipsl_inbraak_totaal,ipsl_brom_snor_ samen,Izeden,Imoorddood,Ibedreig,Imishandeling_en_ geweld,Istraatroof,Ioverval,Iinbrwoning,Iinbrbox,Iuitauto,Ivanpersauto,Ifietsdief,Ibromsnorfiets,Ioverigvoertuig,Ivermogen,Iinbrbedr,Iwinkel,Izakrol,N_wijk,pop,nwoninge,nwink,nbedr,werkpers,student,bezoek,nbezoek,verbtot3,verbnieuw,jaar
K52,50,Scheldebuurt,73.223571,88.721898,65.386838,66.520922,73.543219,55.763746,96.718489,76.241118,50.514727,89.258024,69.886375,9.832249,44.073185,52.4708,5.626294,14.842332,35.373831,20.403787,6.66601,9.939698,4.113615,10.946949,7.762578,47.264944,55.725206,47.819325,13.802403,12.485955,29.067990000000002,8.926961,9.980034,25.713103,25.714286,23.857143,5.138312,3.08451,2.675528,13.971913,3.059184,15.634938,20.601333,7.358404,29.037167,0,1.381422,63.743976,0.225079,1.701032,1.500717,3.116501,0.268919,14.463333,53.567577,12.63769,1.693425,24,0,17,3,5,35,28,9,159,101,193,26,36,13,212,48,53,10,76,158,32,89,88,3.245436,25.882275,0.264319,81.4169,0,0,1.850231,55.659309,1.480185,58.478574,0.898684,75.875634,0.158591,127.388211,0.61894,47.862653,8.4053349999999991,123.938652,0.687229,75.750432,11.207113,162.75898,2.53746,130.221059,2.801778,127.61436,10.202702,118.270674,15.767132,83.936696,367.346939,46.310735,5.339238,102.6122,6.120624,60.540549,2.200674,36.371834,10.865828,86.410918,5.226601,56.805152,0.528637,48.307702,5.253393,133.533285,57.687231,73.484053,53.840262,23.502379,92.792205,12.739843,0,0.606089,27.967199,0.098752,0.746315,0.658428,1.367342,0.117986,6.345681,5.544693,0.742978,98.328044,0,30.929875,133.968985,36.933806,36.934635,58.475596,58.475957,58.476755,129.98644,92.792205,62.739449,30.92977,73.770185,0,58.477701,56.598071,62.895025,127.388211,38.167999,47.862653,115.401783,50.500288,153.162315,97.123962,95.386198,122.175929,83.936696,46.310735,80.719679,227.92406,14541,7395,98,1649,2732.377753,1890.273973,8504.02053,13126.672256,18916.557419,16751.079397,2014
K53,51,IJselbuurt,83.469399,94.915548,75.788918,67.012938,79.239135,87.660455,84.282449,85.971452,65.11816,105.277063,85.197612,18.176367,52.123302,52.416374,8.051309,11.865106,39.298216,18.173067,7.561373,12.788287,5.611442,13.922492,9.153241,49.959965,53.798692,51.157578,15.998161,12.578307,37.865263,11.672545,11.65108,34.851614,28.87931,30.217391,16.58775,8.605567,3.535227,15.140023,6.257382,14.847645,25.263077,10.80902,12.163025,0.69033,3.756553,38.823541,0.34465,2.604696,0.260329,0.540618,0.046649,3.798676,20.105272,0.821497,4.604994,25,3,5,1,1,11,11,0,54,5,40,3,34,5,81,14,17,6,47,71,30,47,16,8.42602,67.197302,0.166281,51.218842,0.498844,197.618201,1.829093,55.023428,1.829093,72.263105,0.831406,70.195393,0.166281,133.565156,0,0,8.979184,132.400186,0.831406,91.642507,13.468775,195.60471,2.327936,119.468445,2.82678,128.753128,6.651247,77.101876,4.87013,25.926251,1307.692308,164.8583,0.831406,15.978383,9.002107,89.041975,5.746026,94.967948,13.598927,108.146,9.002107,97.839128,0.997687,91.170182,2.832338,71.993747,96.233047,90.112288,79.087863,23.142249,91.370336,14.000295,0.794607,4.323994,44.687982,0.396711,2.998146,0.299652,0.62228000000000006,0.053696,4.372481,0.945587,5.300596,108.056409,62.672349,220.661741,214.065182,148.372832,148.376162,26.612378,26.612542,26.612906,89.566939,91.370336,10.699532,220.660993,43.016863,197.618201,57.046251,45.553078,96.254539,133.565156,48.364712,0,124.285594,81.985787,201.758201,153.199295,159.389333,81.256897,25.926251,164.8583,60.110976,86.876917,5221,2967,26,616,627.36789,0,1751.361525,2378.729415,6013.909805,5649.042821,2014
K54,52,Rijnbuurt,74.940856,94.296251,80.859818,72.112847,82.422972,94.52032,85.127445,89.823883,43.299819,61.851605,52.575712,13.300792,49.18172,56.437309,8.993189,18.0652,37.232493,19.67088,10.345941,14.042414,9.82295,14.209774,6.504551,48.563189,54.62757,50.82379,17.068569,13.535558,35.271776,9.726529,13.582123,32.01539,28.244275,25.763359,14.434965,15.610464,2.297889,20.456066,7.792903,23.134092,24.37743,13.77433,13.096998,0.842405,5.408329,37.223103,0.5216,3.941992,0.959994,1.993596,0.172025,5.881354,32.507033,6.604948,6.629835,20,1,7,1,3,36,27,3,79,10,73,9,8,9,82,23,28,6,66,159,46,100,42,3.828484,30.532067,0.163136,50.250169,0.054379,21.542307,1.957637,58.890328,1.468228,58.006173,0.380652,32.138319,0.054379,43.679705,0.330834,25.583401,4.295925,63.344432,0.489409,53.945594,4.459061,64.758184,1.250712,64.185885,1.522606,69.35111,3.969652,46.016579,9.193054,48.93944,200,25.213622,0.543788,10.450795,11.02779,109.078488,5.072783,83.840877,17.534186,139.441299,7.278341,79.104435,0.326273,29.815311,3.225845,81.996103,88.256082,86.953225,100.784558,21.759964,85.912791,8.767032,0.563899,3.620295,24.916865,0.349155,2.63874,0.642613,1.334498,0.115152,3.936934,4.421302,4.437962,67.665287,44.475952,184.750615,119.357221,130.58650600000001,130.589437,57.071017,57.071369,57.072148,80.645099,85.912791,50.028028,184.749988,52.524162,21.542307,57.694572,58.283891,64.954382,43.679705,37.030721,25.583401,64.784717,50.789047,82.957863,104.373919,107.817612,57.559419,48.93944,25.213622,50.497009,149.389189,9068,5224,40,979,2190.108932,0,25774.450971,27964.559903,18389.519968,13019.842682,2014
K90/K59,53,Buitenveldert-West/Station,66.665024,91.697134,75.350591,77.706632,81.584786,52.710767,72.712807,62.711787,38.485847,72.91115,55.698498,16.75111,47.410099,59.603157,7.197137,17.824012,35.956658,19.125776,5.972366,10.29029,4.865183,18.567909,14.160284,49.012751,55.878361,49.422918,15.905636,14.58551,26.969327,6.290473,8.458742,27.586873,29.237288,26.412429,5.103521,3.07056,3.994054,10.046887,0.612985,10.76662,20.791794,5.567798,9.872542,0,2.994404,20.928159,0.862315,6.516953,1.059821,2.200904,0.189913,14.029674,23.604391,22.421937,3.670709,65,1,5,0,4,57,41,10,176,53,272,47,35,26,183,60,64,16,82,105,33,183,89,7.5353579999999996,60.0943,0.120939,37.252411,0.030235,11.977614,1.723386,51.843516,1.239629,48.974773,0.151174,12.763602,0,0,0.684041,52.896979,5.321332,78.464307,0.786106,86.649277,5.532976,80.354466,1.814091,93.098153,1.93503,88.136029,8.223877,95.331955,21.549748,114.720589,291.666667,36.769866,1.602447,30.796639,12.517956,123.818074,2.257336,37.308326,7.182434,57.118585,5.609139,60.962756,0.483757,44.206506,3.418799,86.900696,64.68285,74.163419,40.738685,10.127437,39.985194,4.235803,0,1.284745,8.979202,0.369975,2.796091,0.454715,0.944295,0.081482,6.019415,9.620106,1.574914,32.692569,0,65.563039,43.012338,138.37353,138.376635,40.383639,40.383889,40.38444,123.303144,39.985194,108.85366,65.562816,38.296421,11.977614,46.111145,48.023557,54.633578,0,76.34742,52.896979,63.207061,57.766185,67.90709,83.919708,80.611699,104.655684,114.720589,36.769866,66.656638,233.073697,14619,8626,120,2181,21565.193534000002,13619.682192,20181.392135,55366.267861,33074.42262,26032.532136,2014
K91,54,Buitenveldert-Oost,66.614514,88.82612,82.56276,95.066566,88.818482,46.035114,73.991813,60.013464,39.767301,62.255891,51.011596,15.222554,45.436098,54.372884,6.048687,16.673434,36.110226,24.858061,8.207646,16.587502,6.190329,17.346702,11.921977,43.2835,58.502495,47.875499,17.428041,17.843963,22.324434,8.412977,7.98045,29.591168,25,20.041322,2.094302,2.140209,1.787467,8.631658,3.361912,8.942046,18.113924,4.758779,6.031748,0.385393,0.1184,17.406296,0.137487,1.03906,0.140482,0.291735,0.025173,5.852211,14.059168,1.456717,0.145141,35,2,1,1,1,15,29,8,53,9,66,10,0,19,16,16,21,6,54,62,14,40,37,8.272276,65.971202,0.096947,29.862234,0.193895,76.81185,1.454209,43.746041,2.811471,111.074528,0.096947,8.185235,0.096947,77.872788,1.092448,84.479141,5.138206,75.764062,1.841998,203.036025,1.551157,22.527179,1.551157,79.604516,2.035893,92.730096,6.398521,74.172247,12.919897,68.779374,0,0,0.872526,16.768641,5.462242,54.028334,1.911785,31.597192,8.466475,67.329976,7.374027,80.144391,0.581684,53.155152,4.034624,102.55404,57.251009,64.611573,34.819219,11.399631,45.008078,4.890737,0.312489,0.096002,14.113591,0.111479,0.842504,0.113907,0.236548,0.020411,4.745164,1.181154,0.117685,37.747454,24.646676,4.899186,67.607182,41.693991,41.694927,10.116206,10.116268,10.116407,97.201065,45.008078,13.365019,4.899169,23.280292,76.81185,77.421775,32.536096,19.35482,77.872788,48.435807,84.479141,63.09186,143.572909,37.553847,54.702734,63.453126,81.84852,68.779374,0,25.077403,123.330026,7323,4231,14,774,3483.175123,503.890411,4988.58768,8975.653215,10314.884405,9170.618136,2014
M27,55,Weesperzijde,122.097661,99.978041,93.024685,81.078555,91.360427,213.707497,112.448452,163.077974,78.606328,145.102834,111.854581,16.333059,54.238089,49.818832,10.876837,21.059733,41.38275,17.943371,14.171471,22.804685,5.035921,18.217266,10.88548,53.707559,59.188556,53.886161,19.636432,15.218418,42.912827,9.594578,25.904244,35.115773,32.75,31.25,23.144715,16.315185,14.917269,11.419972,5.869253,23.572811,29.853708,17.036012,12.995463,0.354135,0.410079,28.392497,0.286369,2.164233,0,0,0,4.041719,28.441287,3.391992,0.502698,27,1,12,0,7,19,18,7,118,72,86,21,7,5,168,25,34,69,51,113,55,81,26,10.26616,81.872376,0.962778,296.560053,0.13754,54.486705,2.613254,78.612827,2.475714,97.809558,1.650476,139.349273,0,0,1.430908,110.652219,16.22968,239.310471,0.687698,75.802201,23.106663,335.574096,3.438492,176.461531,4.676348,212.996587,11.828411,137.116041,25.392987,135.180162,700,88.247678,9.902856,190.318135,16.557645,163.775597,11.242845,185.817123,23.098937,183.695197,10.425184,113.305799,9.490237,867.232451,4.245709,107.919483,302.765234,106.486869,124.649761,35.304942,139.391137,16.131622,0.439597,0.509042,35.244378,0.355477,2.686521,0,0,0,5.017095,4.210572,0.624013,124.506309,34.67195,25.977419,168.828257,132.951087,132.954072,0,0,0,102.771382,139.391137,47.643563,25.977331,197.706702,54.486705,65.206372,52.408551,137.216545,0,70.462772,110.652219,201.042417,62.092117,279.99215,126.300131,150.656864,125.667821,135.180162,88.247678,171.196781,80.558941,4892,2630,10,827,1631.251397,4336,1168.639034,7135.890431,7270.630144,6123.830345,2014
M28,56,Oosterparkbuurt,111.509077,94.727155,107.798387,95.227296,99.250946,134.512062,108.617947,121.565005,112.255044,115.167514,113.711279,20.058427,60.969291,43.971097,15.590793,20.093652,43.652731,22.512507,17.076006,26.588262,9.063016,17.659044,11.617926,54.97852,44.489196,51.056038,22.754989,17.874132,38.041637,12.55419,12.90671,45.167134,30.698529,30.783582,22.673667,19.039741,15.097158,26.828753,12.653837,27.878204,28.988579,20.567066,19.86616,4.777101,8.984419,59.217506,0.394318,2.980057,2.135069,4.433845,0.382591,13.088888,43.282152,16.044116,11.013608,52,2,35,4,12,66,47,10,183,29,181,27,9,7,196,35,41,17,95,157,84,153,63,8.622119,68.761191,0.754561,232.424164,0.12576,49.820257,4.150088,124.84443,2.955366,116.759458,2.200804,185.813356,0.25152,202.033527,0.95511,73.858733,11.507062,169.674354,0.440161,48.517149,12.324504,178.98665,2.200804,112.944087,2.578085,117.425658,11.381302,131.933112,21.496815,114.438802,138.461538,17.455585,1.823524,35.045406,14.613181,144.542436,8.022923,132.599564,14.995224,119.250107,9.073543,98.615534,1.068962,97.683401,4.762,121.042821,118.538209,103.400991,150.485916,25.18083,99.419071,11.557799,2.779237,5.226984,34.451751,0.229407,1.733747,1.242148,2.579537,0.222585,7.614895,9.334197,6.407532,89.204847,219.204446,266.743064,165.031405,85.800043,85.801968,110.316199,110.31688,110.318387,155.985341,99.419072,105.618538,266.742159,191.722238,49.820257,114.611932,120.001686,152.475585,202.033527,81.046973,73.858733,142.851185,105.412915,174.334901,164.210111,167.198127,139.950522,114.438802,17.455585,51.96426,171.885329,10470,6031,65,1256,3466.832877,4874.835616,7958.163515,16299.832008,15903.277336,13229.73585,2014
M29,57,Dapperbuurt,140.701878,110.015759,135.149208,159.846703,135.00389,184.48412,129.893403,157.188762,111.444631,148.381332,129.912981,27.10125,67.716287,55.464706,20.050502,26.323387,48.60671,34.121425,26.000239,31.240849,9.9843,27.558336,18.182952,65.398844,55.294316,59.29629,28.52843,30.003174,40.323042,14.870188,21.277883,38.265832,27.777778,28.009259,29.20373,37.458117,14.424576,24.952298,19.057286,37.848583,28.827603,26.936311,20.483626,6.132212,0.932795,58.12982,0.611498,4.621403,0.995499,2.067329,0.178387,3.415414,55.548818,18.875664,1.143473,71,8,25,0,11,59,55,13,178,146,192,42,133,6,151,23,50,24,133,127,102,188,69,15.594114,124.362681,0.730729,225.08319,0.531439,210.531118,3.919365,117.903742,3.653645,144.346828,1.660748,140.216537,0,0,1.546147,119.563655,11.824525,174.355424,0.39858,43.933806,10.030918,145.677292,1.527888,78.410394,3.321496,151.286263,12.754544,147.851865,46.002191,244.893744,1414.893617,178.372966,9.698768,186.395875,22.359657,221.164678,12.131304,200.501193,15.104662,120.120415,15.818268,171.920374,1.594318,145.691239,6.087476,154.734419,171.87958,102.826796,197.08866,40.882174,161.411193,15.075301,4.513114,0.686508,42.78171,0.450043,3.401207,0.732656,1.521488,0.131287,2.513637,13.891892,0.84156,116.353468,355.959023,35.033802,204.933724,168.319597,168.323375,65.067819,65.06822,65.069109,51.489942,161.411193,157.189876,35.033684,171.745163,210.531118,117.920625,100.291768,149.584224,0,135.305079,119.563655,155.021438,147.942212,165.429436,63.95149,112.535443,115.731224,244.893744,178.372966,180.371709,135.875401,8408,4553,94,913,2086.559123,901.753425,16948.06276,19936.375308,15053.458436,11334.746731,2014
M30,58,Transvaalbuurt,108.118125,105.817098,124.309073,117.847503,115.991225,126.868206,106.51068,116.689443,91.611997,91.735418,91.673707,23.046301,69.953869,45.956286,22.117717,20.691978,48.585861,24.606959,22.155246000000002,28.426181,11.65812,24.241474,14.805428,63.361985,47.693342,57.033296,26.240203,22.119938,36.405348,18.425006,12.600138,32.711071,32.765152,31.628788,18.002352,19.459743,13.132972,30.308783,16.925507,32.127043,27.904882,22.144739,14.299369,0,1.855838,51.372258,0.313177,2.366839,2.894037,6.009973,0.518593,8.867017,41.625725,6.576537,2.274991,31,7,9,0,3,28,31,3,84,11,63,7,47,5,112,24,17,3,102,131,58,81,43,6.876664,54.841227,0.29648,91.323366,0.691786,274.053044,2.767146,83.242265,3.063626,121.036548,0.88944,75.095172,0,0,0.331016,25.597515,8.301437,122.406654,0.494133,54.466299,11.068583,160.747126,2.371839,121.721507,1.680053,76.52242,6.226078,72.173274,9.589041,51.047486,1807.692308,227.892355,1.087093,20.892307,8.937438,88.40232,6.399647,105.770731,14.454375,114.94898,11.254551,122.319754,0.29648,27.09279,4.474834,113.743496,91.706915,99.535491,162.029498,28.61316,112.970613,9.829261,0,1.275687,35.312842,0.215275,1.626945,1.989336,4.131203,0.356476,6.09511,4.520654,1.563809,75.863735,0,65.100749,169.156216,80.514561,80.516369,176.674612,176.675703,176.678116,124.853694,112.970613,51.152217,65.100528,119.774949,274.053044,139.582933,114.386381,76.901635,0,53.611557,25.597515,106.892347,36.310866,163.550156,102.847848,72.715196,89.733414,51.047486,227.892355,40.766994,145.477552,9063,4508,26,730,721.90389,0,2445.286084,3167.189974,10118.729991,9609.295391,2014
M31,59,Indische Buurt West,104.173968,101.480002,107.125376,102.423265,103.676214,104.025522,119.13297,111.579246,87.896123,106.636766,97.266444,18.901866,64.933422,45.768786,16.001313,18.71474,44.151984,25.370403,17.362511,23.436244,9.441832,19.260872,13.771446,58.004664,47.14743,54.695688,22.612924,19.224813,46.875181,17.955813,21.744877,35.275793,29.817708,30.687831,16.642448,14.023745,8.86292,19.078412,13.57123,32.949483,30.259258,17.545706,22.483379,4.293607,2.001132,65.580357,0.468362,3.539646,2.390333,4.963945,0.428333,7.250396,52.051573,21.518344,2.453101,66,3,16,3,4,62,47,46,117,22,118,15,41,9,141,29,32,10,112,132,61,105,80,9.777778,77.977542,0.260651,80.287119,0.195488,77.443161,4.040089,121.535395,3.062648,120.997925,1.042604,88.02676,0.195488,157.025637,3.612944,279.389278,7.624039,112.418252,0.586465,64.643609,9.187944,133.434931,1.889719,96.979358,2.085207,94.976241,7.689201,89.133938,13.392857,71.29719,650.793651,82.044327,1.43358,27.551271,8.246937,81.57241,4.791078,79.184959,10.367578,82.448566,8.796733,95.607024,0.651627,59.546701,5.713198,145.220844,79.671932,107.933445,128.379113,25.468739,100.555797,11.001077,2.100854,0.97915,32.088349,0.229169,1.731942,1.169586,2.428849,0.209582,3.547606,10.528887,1.200298,84.907982,165.698876,49.967931,153.710192,85.710718,85.712642,103.871921,103.872563,103.873981,72.670004,100.555797,119.136715,49.967762,88.149407,77.443161,115.289471,115.64757,87.254746,157.025637,91.697266,279.389278,103.248162,98.328698,140.193351,81.308826,79.973471,83.64596,71.29719,82.044327,46.938394,204.374357,12732,6750,63,1120,1393.635616,115.726027,6333.230411,7842.592055,15346.197352,14002.66476,2014
M32,60,Indische Buurt Oost/IJeiland,128.367589,104.984732,148.952747,160.38397,138.10715,127.760695,119.468104,123.6144,123.801412,122.961021,123.381217,33.341827,69.836181,49.394193,26.393022,29.7826,51.336941,38.376095,31.077395,34.379201,14.799799,26.902444,22.598171,63.123248,53.153532,56.584667,31.442197,30.104019,50.478805,19.513584,21.52381,40.452477,33.75,34.62963,17.837379,25.015582,7.175851,18.852102,15.880622,47.674717,33.114047,21.737422,17.410927,0,5.400888,38.459786,0.585392,4.424103,4.550988,9.450921,0.815508,11.106431,53.498049,38.951274,6.620714,57,5,11,0,3,54,57,29,56,15,87,13,69,7,56,20,16,7,92,120,93,81,49,11.139339,88.835963,0.257923,79.446822,0.429871,170.294731,4.642612,139.660707,4.900535,193.60845,0.945717,79.84667,0,0,2.887296,223.274861,4.81456,70.991832,0.60182,66.336189,4.81456,69.921033,1.719486,88.243087,1.375589,62.654803,7.479763,86.706115,17.687075,94.157559,2555.555556,322.174063,1.289614,24.784468,8.064516,79.768043,9.259259,153.033227,11.947431,95.012413,9.159697,99.551895,0.60182,54.995244,4.507636,114.577282,96.472164,118.116352,159.049227,33.763447,133.305,10.988306,0,3.408584,24.272566,0.36945,2.79212,2.872199,5.964623,0.51468,7.009441,24.582752,4.178435,84.809414,0,173.946624,116.270888,138.177001,138.180102,255.08245,255.084025,255.087509,143.583062,133.305,278.159358,173.946034,137.993717,170.294731,214.100308,178.134621,99.290114,0,151.943761,223.274861,75.597692,44.224126,85.370985,116.810736,99.752077,105.665097,94.157559,322.174063,62.583013,158.449606,10044,5117,27,735,1109.632986,8.438356,3644.080422,4762.151764,11631.383921,10870.442509,2014
M33,61,Oostelijk Havengebied,72.449811,92.062241,70.849764,50.231224,71.047743,74.51759,82.202028,78.359809,49.39271,86.49105,67.94188,13.242922,50.287264,58.789704,7.251337,15.356824,36.768608,13.696738,7.871547,10.448968,4.916425,8.269707,3.899506,45.640634,50.715584,49.619703,14.955563,9.428384,25.842958,9.125162,10.07342,31.307849,21.636771,22.666667,6.887923,4.216982,3.436967,13.144734,4.263986,22.789574000000002,20.229136,9.180562,27.703242,1.731902,3.390302,65.198383,0.729143,5.510505,0.139601,0.289906,0.025016,14.922923,67.60437,18.928563,4.156024,69,4,18,3,2,33,43,39,153,39,104,30,10,12,136,59,73,15,113,173,172,99,72,8.024189,63.992712,0.09066,27.925714,0.181321,71.83072,1.495897,45.000096,1.949199,77.008193,0.815944,68.889916,0.135991,109.234286,2.107083,162.940928,6.935521,102.265892,0.543962,59.958774,6.164907,89.531888,2.674482,137.252964,3.309105,150.72187,4.714341,54.649078,9.861933,52.500232,227.272727,28.651844,1.767878,33.975978,5.348749,52.905748,9.292776,153.587186,9.346804,74.330825,6.105138,66.353509,0.679953,62.135153,3.439898,87.436997,81.862484,72.156442,67.172695,25.801309,101.868851,10.572984,0.660983,1.293914,24.883061,0.278279,2.103093,0.053279,0.110643,0.009547,5.695356,7.224114,1.586153,81.603898,52.133164,66.030917,119.19529,104.07827,104.080607,4.731755,4.731784,4.731849,116.665037,101.868851,81.742474,66.030693,20.194426,71.83072,52.916057,31.577316,80.619367,109.234286,69.9093,162.940928,95.378561,57.350237,99.419689,113.512207,122.491552,75.321064,52.500232,28.651844,57.344188,262.019145,18509,8599,44,3042,5232.466521,0,5421.578622,10654.045142,22060.348381,20930.852835,2014
M35/M34,62,IJburg West/Zeeburgereiland/Nieuwe Diep,100.848807,112.495912,103.62069,106.294124,107.470242,102.407453,107.286564,104.847008,73.689928,106.76841,90.229169,24.53238,59.188406,69.676431,13.973346,17.631967,44.179915,29.284119,14.954135,20.396624,8.618351,20.791702,13.856362,55.838512,65.196307,60.633043,21.873125,19.951372,40.060851,15.719403,6.279784,36.205547,25.555556,28.571429,7.033407,7.842464,4.308328,22.158719,12.279585,39.276593,25.543869,15.445491,20.96534,9.508902,9.227771,25.408802,0.236599,1.788096,0.832555,1.728945,0.149188,23.148296,43.61625,24.616024,11.311923,76,2,11,3,7,51,53,19,187,20,97,22,21,13,68,27,43,19,98,135,157,70,90,13.071895,104.24805,0.391543,120.605338,0.11187,44.317415,2.852673,85.815131,2.964543,117.122016,0.615282,51.948143,0.167804,134.788601,1.267258,97.997184,10.459801,154.232245,0.727152,80.151018,3.803564,55.238508,1.510239,77.504635,2.405195,109.550928,5.425672,62.894899,13.268999,70.637827,525,66.185759,1.118695,21.499658,4.668845,46.180658,10.471553,173.069525,9.004202,71.606267,6.536384,71.040489,1.062761,97.116698,5.448488,138.492301,91.802728,91.113862,113.012178,23.654599,93.393198,11.370228,5.157006,5.004539,13.780071,0.128316,0.969746,0.451523,0.937667,0.08091,12.554121,13.35012,6.134846,87.757149,406.744189,255.39126,66.009547,47.990994,47.992071,40.100157,40.100405,40.100952,257.161611,93.393198,151.059604,255.390394,93.770543,44.317415,91.448145,70.576806,50.629093,134.788601,119.851902,97.997184,132.073879,189.015408,58.828854,136.799888,158.164372,127.65047,70.637827,66.185759,30.330462,184.388036,14993,5814,40,1658,2128.713315,0,6526.193013,8654.906328,17877.968776,16518.345232,2014
M51,63,IJburg-Zuid,82.364728,104.178957,97.472339,107.484811,103.045369,66.337011,76.148554,71.242783,61.031424,84.580641,72.806032,18.520463,54.732683,71.680228,13.562096,17.170284,41.418989,32.778213,12.282681,16.28442,16.026985,21.835792,12.958584,54.448391,65.733316,56.150371,20.57528,20.174864,40.748212,13.038392,11.008784,30.62154,26.605505,24.766355,4.369961,4.539645,1.846623,13.663198,8.17865,25.780121,24.561943,9.545536,15.400174,0.173491,1.292353,7.831796,0.219723,1.660556,0.11076,0.230012,0.019847,3.321046,9.785467,6.637988,1.58424,55,2,4,0,2,17,19,12,51,5,31,22,1,4,32,13,19,4,34,85,29,23,21,20.928463,166.903985,0.260032,80.096639,0.260032,103.012571,2.210276,66.49032,2.470309,97.596014,0.520065,43.908959,0,0,1.825928,141.199197,6.630829,97.773139,0.520065,57.324661,4.16052,60.422517,1.690211,86.74073,2.470309,112.516708,4.030504,46.721975,38.394415,204.393573,71.428571,9.004865,0.650081,12.493593,3.499696,34.61632,4.41266,72.930625,12.933658,102.855419,5.173463,56.227629,0.520065,47.524342,2.933787,74.572417,62.830867,87.611374,69.843156,11.37539,44.912368,17.902362,0.20168,1.502332,9.10429,0.255423,1.93036,0.128756,0.267384,0.023072,3.860643,7.716515,1.841644,138.173157,15.906931,76.666903,43.611535,95.530043,95.532187,11.434923,11.434993,11.43515,79.082326,44.912368,87.314097,76.666643,57.209476,103.012571,68.875674,48.138521,61.115987,0,140.374022,141.199197,111.239812,43.518751,54.818856,83.382701,100.566773,57.508759,204.393573,9.004865,40.173125,86.023136,6572,2628,14,573,797.900822,673.863014,1886.275014,3358.038849,7691.346283,7157.984194,2014
