jaar,field_name,corr_field,spearman,pearson,S>P
2016,gem_veiligheidsgevoel, Openlijk geweld tegen persoon,0.011760970883598176,0.02945605076388924,FALSE
2016,gem_veiligheidsgevoel, Openlijke geweldpleging,0.016831456186893412,0.026308521867337564,FALSE
2016,gem_veiligheidsgevoel, Oplichting,0.15173503571673042,0.0481762608200782,TRUE
2016,gem_veiligheidsgevoel, Pornografie,0.1327367740471126,0.04839868358799082,TRUE
2016,gem_veiligheidsgevoel, Rijden onder invloed,0.0625114832796152,0.038053111242413395,TRUE
2016,gem_veiligheidsgevoel, Rijden tijdens ontzegging,0.08991373630263921,0.02984290367729825,TRUE
2016,gem_veiligheidsgevoel, Rijden tijdens rijverbod,0.018240092651889972,0.02116894820076265,FALSE
2016,gem_veiligheidsgevoel, Schennis der eerbaarheid,0.2969041156887642,0.113710982365397,TRUE
2016,gem_veiligheidsgevoel, Seksueel misdrijf,0.15173503571673042,0.06553614385675477,TRUE
2016,gem_veiligheidsgevoel, Seksueel misdrijf (overig),0.7042726674352058,0.401672799316096,TRUE
2016,gem_veiligheidsgevoel, Softdrugs,0.007355028857805035,0.017906391469779237,FALSE
2016,gem_veiligheidsgevoel, Stalking,0.1666999876249451,0.04277677392428303,TRUE
2016,gem_veiligheidsgevoel, Valse aangifte,0.02545201533585284,0.03407912444270078,FALSE
2016,gem_veiligheidsgevoel, Valsheid in geschriften,0.07089431754922315,0.03262953787950851,TRUE
2016,gem_veiligheidsgevoel, Valsheid in zegels en merken,0.1743047304825054,0.028234138529428243,TRUE
2016,gem_veiligheidsgevoel, Valsheidsmisdrijf,0.07089431754922315,0.029431044580541466,TRUE
2016,gem_veiligheidsgevoel, Verblijf ongewenste vreemdeling,0.10633428960495905,0.052320401244611014,TRUE
2016,gem_veiligheidsgevoel, Verkeersmisdrijf (overig),0.09515736659412477,0.04764400132563806,TRUE
2016,gem_veiligheidsgevoel, Verkeersmisdrijven,0.0625114832796152,0.033246655994598306,TRUE
2016,gem_veiligheidsgevoel, Verkrachting,0.12054731608984581,0.04376148893852028,TRUE
2016,gem_veiligheidsgevoel, Verlaten plaats ongeval,0.10060263183225482,0.03282415743004741,TRUE
2016,gem_veiligheidsgevoel, Vermogensmisdrijven,0.05126558978649154,0.023142235759731733,TRUE
2016,gem_veiligheidsgevoel, Vernieling aan auto,0.08486877113393487,0.0404950741059007,TRUE
2016,gem_veiligheidsgevoel, Vernieling aan openbaar gebouw,0.2116429672200426,0.07780020554638023,TRUE
2016,gem_veiligheidsgevoel, Vernieling en beschadiging,0.09515736659412477,0.04076401536427188,TRUE
2016,gem_veiligheidsgevoel, Vernieling middel openbvervoer,0.0023286751402373795,0.005417835759385259,FALSE
2016,gem_veiligheidsgevoel," Vernieling, beschadiging (overig)",0.09515736659412477,0.044805364456945274,TRUE
2016,gem_veiligheidsgevoel," Vernielingen, misdropenborde/gezag",0.06661188226688908,0.035158751442688985,TRUE
2016,gem_veiligheidsgevoel, Voeren vals kenteken,0.12145514289116122,0.03324503735330353,TRUE
2016,gem_veiligheidsgevoel, Vrijheidsbeneming/gijzeling,0.024036299109610137,0.018942859642552934,TRUE
2016,gem_veiligheidsgevoel, Wederspannigheid,0.01630877836855449,0.023753515930747593,FALSE
2016,gem_veiligheidsgevoel, Weigeren blaastest/bloedonderzoek,7.043278842986389e-4,0.012188615594400876,FALSE
2016,gem_veiligheidsgevoel, Witwassen,0.0035018327417859485,0.0296183335686242,FALSE
2016,gem_veiligheidsgevoel,"Misdrijven, totaal",0.05126558978649154,0.0263366149958435,TRUE
2017,gem_veiligheidsgevoel, (Vuur)wapenmisdrijven,0.01390596881436279,0.06737617343614821,FALSE
2017,gem_veiligheidsgevoel, Aanranding,0.15173503571673042,0.10179984369172157,TRUE
2017,gem_veiligheidsgevoel, Afpersing en afdreiging,0.02367734758034823,0.058122769796369544,FALSE
2017,gem_veiligheidsgevoel, Bankbreuk,0.013417407722264407,0.07871119639007995,FALSE
2017,gem_veiligheidsgevoel, Bedreiging,0.047855976842060555,0.07433377612435232,FALSE
2017,gem_veiligheidsgevoel, Bedreiging en stalking,0.06661188226688908,0.07793583749505029,FALSE
2017,gem_veiligheidsgevoel, Bedrog,0.12445479118883407,0.10180927374438031,TRUE
2017,gem_veiligheidsgevoel, Bedrog (overig),0.13018583568230113,0.07935268275667995,TRUE
2017,gem_veiligheidsgevoel, Brandstichting/ontploffing,0.058589475388567624,0.0853658402437163,FALSE
2017,gem_veiligheidsgevoel, Computervredebreuk,0.03959805571514319,0.060369093880462854,FALSE
2017,gem_veiligheidsgevoel, Diefstal en inbraak met geweld,0.002223135409991084,0.03744061900025031,FALSE
2017,gem_veiligheidsgevoel, Diefstal en inbraak zonder geweld,0.04460929646336309,0.04379812793696258,TRUE
2017,gem_veiligheidsgevoel, Diefstal/verduistering en inbraak,0.04460929646336309,0.043259727967031925,TRUE
2017,gem_veiligheidsgevoel, Discriminatie,0.308989115502768,0.10529035693977473,TRUE
2017,gem_veiligheidsgevoel, Drugsmisdrijf (overig),0.4891348310867094,0.590628623907063,FALSE
2017,gem_veiligheidsgevoel, Drugsmisdrijven,0.010245193941127884,0.04772464655253161,FALSE
2017,gem_veiligheidsgevoel, Gewelds- en seksuele misdrijven,0.047855976842060555,0.08033530630293084,FALSE
2017,gem_veiligheidsgevoel, Geweldsmisdrijf (overig),0.1908358740045002,0.15145884959719869,TRUE
2017,gem_veiligheidsgevoel, Harddrugs,0.008239768712338336,0.046448480918839685,FALSE
2017,gem_veiligheidsgevoel, Heling,0.029112880865987734,0.057211868196633375,FALSE
2017,gem_veiligheidsgevoel, Huisvredebreuk,0.2356210035126458,0.1636040780849668,TRUE
